3,76,3
8,10,3
8,11,3
8,12,2
9,12,2
10,11,1
10,12,2
11,12,2
21,28,3
21,30,2
23,24,3
25,26,3
26,29,3
28,30,2
36,39,3
36,42,3
36,43,2
37,38,3
39,40,3
42,43,3
44,45,3
47,48,1
74,75,3
79,80,2
83,86,3
